invoice_id,date,customer_id,customer_contact_info,billing_address,salesperson,item_description,part_number,variant_group,quantity,unit_price,total_amount
INV001,2024-01-23,CUST001,customer4@email.com,"824 Main St, City",SP04,Faucet,FA102,FA,3,85,255
INV001,2024-01-23,CUST001,customer4@email.com,"824 Main St, City",SP04,Sink,SI102,SI,5,120,600
INV001,2024-01-23,CUST001,customer4@email.com,"824 Main St, City",SP04,Cabinet,CA102,CA,1,150,150
INV001,2024-01-23,CUST001,customer4@email.com,"824 Main St, City",SP04,Sink,SI103,SI,4,120,480
INV002,2024-02-02,CUST010,customer3@email.com,"441 Main St, City",SP01,Window,WI103,WI,4,180,720
INV002,2024-02-02,CUST010,customer3@email.com,"441 Main St, City",SP01,Frame,FR102,FR,5,100,500
INV003,2024-03-23,CUST006,customer3@email.com,"786 Main St, City",SP05,Cabinet,CA102,CA,1,150,150
INV004,2024-02-09,CUST003,customer4@email.com,"449 Main St, City",SP04,Hinge,HI101,HI,3,30,90
INV004,2024-02-09,CUST003,customer4@email.com,"449 Main St, City",SP04,Lock,LO103,LO,5,60,300
INV005,2024-03-25,CUST006,customer10@email.com,"234 Main St, City",SP05,Door,DO103,DO,5,250,1250
INV005,2024-03-25,CUST006,customer10@email.com,"234 Main St, City",SP05,Lock,LO102,LO,1,60,60
INV005,2024-03-25,CUST006,customer10@email.com,"234 Main St, City",SP05,Door,DO103,DO,2,250,500
INV005,2024-03-25,CUST006,customer10@email.com,"234 Main St, City",SP05,Lock,LO102,LO,2,60,120
INV006,2024-01-31,CUST005,customer8@email.com,"955 Main St, City",SP02,Drain,DR102,DR,3,40,120
INV006,2024-01-31,CUST005,customer8@email.com,"955 Main St, City",SP02,Sink,SI103,SI,4,120,480
INV006,2024-01-31,CUST005,customer8@email.com,"955 Main St, City",SP02,Cabinet,CA101,CA,3,150,450
INV007,2024-03-23,CUST008,customer6@email.com,"667 Main St, City",SP01,Window,WI101,WI,3,180,540
INV008,2024-03-06,CUST003,customer7@email.com,"193 Main St, City",SP02,Screen,SC101,SC,4,75,300
INV008,2024-03-06,CUST003,customer7@email.com,"193 Main St, City",SP02,Window,WI102,WI,1,180,180
INV008,2024-03-06,CUST003,customer7@email.com,"193 Main St, City",SP02,Window,WI102,WI,1,180,180
INV008,2024-03-06,CUST003,customer7@email.com,"193 Main St, City",SP02,Screen,SC101,SC,2,75,150
INV009,2024-02-06,CUST008,customer3@email.com,"877 Main St, City",SP04,Sink,SI101,SI,1,120,120
